FP,TP,TN,FN,GT_Correct,GT_Wrong,ActFP,ActTP,Acc,Precision,Recall,F1,#Correct,#Wrong,#Uncertain,#Violation,#Satisfaction
16,70,5,54,125,21,21,125,0.8561643835616438,81.4,56.45,66.67,86,59,1,485,975
