FP,TP,TN,FN,GT_Correct,GT_Wrong,ActFP,ActTP,Acc,Precision,Recall,F1,#Correct,#Wrong,#Violation,#Satisfaction
13,40,4,20,60,17,17,60,0.7792207792207793,75.47,66.67,70.8,53,24,101,515
