FP,TP,TN,FN,GT_Correct,GT_Wrong,ActFP,ActTP,Acc,Precision,Recall,F1,#Correct,#Violation,#Satisfaction
0,0,56,21,56,21,21,56,0.7272727272727273,,0.0,,77,0,616
