FP,TP,TN,FN,GT_Correct,GT_Wrong,ActFP,ActTP,Acc,Precision,Recall,F1,#Correct,#Wrong,#Violation,#Satisfaction
17,71,6,52,123,23,23,123,0.8424657534246576,80.68,57.72,67.3,88,58,336,1124
