FP,TP,TN,FN,GT_Correct,GT_Wrong,ActFP,ActTP,Acc,Precision,Recall,F1,#Correct,#Violation,#Satisfaction
147,145,0,0,145,147,147,145,0.4965753424657534,49.66,100.0,66.36,292,0,2920
