FP,TP,TN,FN,GT_Correct,GT_Wrong,ActFP,ActTP,Acc,Precision,Recall,F1,#Correct,#Wrong,#Uncertain,#Violation,#Satisfaction
25,9,30,12,56,21,21,56,0.7272727272727273,26.47,42.86,32.73,42,34,1,56,560
